preferredName_A	preferredName_B	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	score
ABCB1	ERCC1	9606.ENSP00000478255	9606.ENSP00000013807	0	0	0	0	0	0	0	0.515	0.515
ABCB1	TP53	9606.ENSP00000478255	9606.ENSP00000269305	0	0	0	0	0	0	0	0.617	0.617
ABCB1	ERBB2	9606.ENSP00000478255	9606.ENSP00000269571	0	0	0	0	0.071	0	0	0.581	0.594
ABCB1	EGFR	9606.ENSP00000478255	9606.ENSP00000275493	0	0	0	0	0.071	0	0	0.607	0.619
ABCB1	ABCC3	9606.ENSP00000478255	9606.ENSP00000285238	0	0	0	0.584	0.234	0.076	0	0.453	0.579
ABCB1	ALB	9606.ENSP00000478255	9606.ENSP00000295897	0	0	0	0	0.074	0	0	0.553	0.569
ABCB1	PARP1	9606.ENSP00000478255	9606.ENSP00000355759	0	0	0	0	0	0	0	0.544	0.544
ABCB1	DPYD	9606.ENSP00000478255	9606.ENSP00000359211	0.057	0	0	0	0.045	0	0	0.510	0.520
ABCB1	PTEN	9606.ENSP00000478255	9606.ENSP00000361021	0	0	0	0	0.061	0.053	0	0.505	0.521
ABCB1	ABL1	9606.ENSP00000478255	9606.ENSP00000361423	0	0	0	0	0.050	0.054	0	0.513	0.524
ABCB1	MTHFR	9606.ENSP00000478255	9606.ENSP00000365770	0.041	0	0	0	0	0	0	0.545	0.545
ABCB1	BCL2	9606.ENSP00000478255	9606.ENSP00000381185	0	0	0	0	0.049	0.166	0	0.622	0.674
ABCB1	ESR1	9606.ENSP00000478255	9606.ENSP00000405330	0	0	0	0	0.045	0	0	0.526	0.528
ABCB1	HIF1A	9606.ENSP00000478255	9606.ENSP00000437955	0	0	0	0	0.061	0	0	0.527	0.536
ABCB1	CTNNB1	9606.ENSP00000478255	9606.ENSP00000495360	0	0	0	0	0.046	0.047	0	0.577	0.581
ABCB1	ACTB	9606.ENSP00000478255	9606.ENSP00000494750	0	0	0	0	0.067	0.051	0	0.588	0.603
ABCC3	ABCB1	9606.ENSP00000285238	9606.ENSP00000478255	0	0	0	0.584	0.234	0.076	0	0.453	0.579
ABCC3	NUP93	9606.ENSP00000285238	9606.ENSP00000310668	0	0	0	0	0	0.069	0	0.683	0.692
ABL1	NFKBIA	9606.ENSP00000361423	9606.ENSP00000216797	0	0	0	0	0.086	0.331	0	0.351	0.569
ABL1	RPS6KB1	9606.ENSP00000361423	9606.ENSP00000225577	0	0	0	0.577	0	0.278	0	0.476	0.606
ABL1	SMO	9606.ENSP00000361423	9606.ENSP00000249373	0	0	0	0	0.072	0.071	0	0.625	0.648
ABL1	CDK4	9606.ENSP00000361423	9606.ENSP00000257904	0	0	0	0.607	0.097	0.098	0.400	0.511	0.729
ABL1	CREBBP	9606.ENSP00000361423	9606.ENSP00000262367	0	0	0	0	0.304	0.047	0	0.415	0.578
ABL1	TCF3	9606.ENSP00000361423	9606.ENSP00000262965	0	0	0	0	0.108	0	0.500	0.658	0.834
ABL1	EP300	9606.ENSP00000361423	9606.ENSP00000263253	0	0	0	0	0.304	0.230	0	0.438	0.673
ABL1	PIK3CA	9606.ENSP00000361423	9606.ENSP00000263967	0	0	0	0	0.049	0.069	0	0.754	0.763
ABL1	DNMT3A	9606.ENSP00000361423	9606.ENSP00000264709	0	0	0	0	0.069	0.058	0	0.571	0.591
ABL1	NBN	9606.ENSP00000361423	9606.ENSP00000265433	0	0	0	0	0	0	0.500	0.134	0.548
ABL1	CDK6	9606.ENSP00000361423	9606.ENSP00000265734	0	0	0	0.614	0.073	0.098	0.400	0.227	0.560
ABL1	RB1	9606.ENSP00000361423	9606.ENSP00000267163	0	0	0	0	0.049	0.736	0.900	0.312	0.980
ABL1	PML	9606.ENSP00000361423	9606.ENSP00000268058	0	0	0	0	0.049	0.053	0	0.507	0.517
ABL1	CDH2	9606.ENSP00000361423	9606.ENSP00000269141	0	0	0	0	0	0.067	0.500	0.329	0.659
ABL1	TP53	9606.ENSP00000361423	9606.ENSP00000269305	0	0	0	0	0.056	0.292	0	0.875	0.909
ABL1	ERBB2	9606.ENSP00000361423	9606.ENSP00000269571	0	0	0	0.591	0.049	0.615	0	0.325	0.731
ABL1	MEF2D	9606.ENSP00000361423	9606.ENSP00000271555	0	0	0	0	0.064	0	0.500	0.338	0.663
ABL1	EGFR	9606.ENSP00000361423	9606.ENSP00000275493	0	0	0	0.591	0.067	0.790	0	0.347	0.861
ABL1	NTRK2	9606.ENSP00000361423	9606.ENSP00000277120	0	0	0	0.634	0	0	0.900	0.145	0.910
ABL1	ATM	9606.ENSP00000361423	9606.ENSP00000278616	0	0	0	0	0	0.820	0.750	0.774	0.988
ABL1	RANBP2	9606.ENSP00000361423	9606.ENSP00000283195	0	0	0	0	0.042	0.117	0	0.501	0.541
ABL1	MSI2	9606.ENSP00000361423	9606.ENSP00000284073	0	0	0	0	0	0	0	0.562	0.562
ABL1	ERCC3	9606.ENSP00000361423	9606.ENSP00000285398	0	0	0	0	0.060	0	0	0.506	0.516
ABL1	CSF1R	9606.ENSP00000361423	9606.ENSP00000286301	0	0	0	0.604	0.055	0.074	0	0.504	0.528
ABL1	KIT	9606.ENSP00000361423	9606.ENSP00000288135	0	0	0	0.598	0.056	0.181	0	0.601	0.664
ABL1	STAT5B	9606.ENSP00000361423	9606.ENSP00000293328	0	0	0	0	0.065	0.439	0.900	0.727	0.983
ABL1	TLX3	9606.ENSP00000361423	9606.ENSP00000296921	0	0	0	0	0	0.048	0	0.738	0.739
ABL1	NPM1	9606.ENSP00000361423	9606.ENSP00000296930	0	0	0	0	0.064	0	0	0.697	0.704
ABL1	INPPL1	9606.ENSP00000361423	9606.ENSP00000298229	0	0	0	0.549	0.125	0.392	0	0.475	0.696
ABL1	BCR	9606.ENSP00000361423	9606.ENSP00000303507	0	0	0	0	0.083	0.737	0.900	0.869	0.996
ABL1	CTNNA1	9606.ENSP00000361423	9606.ENSP00000304669	0	0	0	0	0.049	0	0.500	0.122	0.546
ABL1	TERT	9606.ENSP00000361423	9606.ENSP00000309572	0	0	0	0	0	0.049	0	0.599	0.603
ABL1	PTPN2	9606.ENSP00000361423	9606.ENSP00000311857	0	0	0	0	0	0.115	0	0.552	0.587
ABL1	NUP98	9606.ENSP00000361423	9606.ENSP00000316032	0	0	0	0	0.060	0.045	0	0.669	0.676
ABL1	EML4	9606.ENSP00000361423	9606.ENSP00000320663	0	0	0	0	0.074	0.067	0	0.601	0.626
ABL1	CALR	9606.ENSP00000361423	9606.ENSP00000320866	0	0	0	0	0.107	0	0	0.616	0.643
ABL1	EBF1	9606.ENSP00000361423	9606.ENSP00000322898	0	0	0	0	0.053	0.052	0	0.629	0.637
ABL1	MRE11	9606.ENSP00000361423	9606.ENSP00000325863	0	0	0	0	0	0.045	0.500	0.483	0.731
ABL1	PHF6	9606.ENSP00000361423	9606.ENSP00000329097	0	0	0	0	0	0.077	0	0.645	0.659
ABL1	IKZF1	9606.ENSP00000361423	9606.ENSP00000331614	0	0	0	0	0	0.071	0	0.841	0.845
ABL1	FIP1L1	9606.ENSP00000361423	9606.ENSP00000336752	0	0	0	0	0.049	0	0	0.684	0.687
ABL1	EPHA3	9606.ENSP00000361423	9606.ENSP00000337451	0	0	0	0.616	0.074	0.292	0.900	0.441	0.958
ABL1	MEF2C	9606.ENSP00000361423	9606.ENSP00000340874	0	0	0	0	0	0	0.500	0.222	0.594
ABL1	SMARCB1	9606.ENSP00000361423	9606.ENSP00000340883	0	0	0	0	0.063	0.046	0	0.511	0.525
ABL1	STAT5A	9606.ENSP00000361423	9606.ENSP00000341208	0	0	0	0	0.088	0.332	0.900	0.724	0.980
ABL1	SMAD4	9606.ENSP00000361423	9606.ENSP00000341551	0	0	0	0	0.093	0.091	0	0.460	0.516
ABL1	ERBB4	9606.ENSP00000361423	9606.ENSP00000342235	0	0	0	0.596	0	0.400	0	0.500	0.687
ABL1	HOXA9	9606.ENSP00000361423	9606.ENSP00000343619	0	0	0	0	0.042	0.046	0	0.657	0.659
ABL1	ATR	9606.ENSP00000361423	9606.ENSP00000343741	0	0	0	0	0	0.317	0	0.310	0.509
ABL1	IKZF3	9606.ENSP00000361423	9606.ENSP00000344544	0	0	0	0	0	0.071	0	0.537	0.551
ABL1	RAC1	9606.ENSP00000361423	9606.ENSP00000348461	0	0	0	0	0.089	0.110	0.400	0.227	0.574
ABL1	NF1	9606.ENSP00000361423	9606.ENSP00000351015	0	0	0	0	0	0.092	0	0.520	0.545
ABL1	RAD52	9606.ENSP00000361423	9606.ENSP00000351284	0	0	0	0	0.042	0.050	0.750	0.311	0.822
ABL1	NUP214	9606.ENSP00000361423	9606.ENSP00000352400	0	0	0	0	0.058	0	0	0.906	0.907
ABL1	MTOR	9606.ENSP00000361423	9606.ENSP00000354558	0	0	0	0	0.067	0.315	0	0.557	0.692
ABL1	PARP1	9606.ENSP00000361423	9606.ENSP00000355759	0	0	0	0	0.047	0.292	0	0.713	0.789
ABL1	EPHA7	9606.ENSP00000361423	9606.ENSP00000358309	0	0	0	0.607	0.074	0	0.900	0.336	0.933
ABL1	XIAP	9606.ENSP00000361423	9606.ENSP00000360242	0	0	0	0	0	0.092	0	0.621	0.641
ABL1	RUNX2	9606.ENSP00000361423	9606.ENSP00000360493	0	0	0	0	0	0	0.750	0.322	0.823
ABL1	PTEN	9606.ENSP00000361423	9606.ENSP00000361021	0	0	0	0	0.048	0.092	0	0.627	0.650
ABL1	HIF1A	9606.ENSP00000361423	9606.ENSP00000437955	0	0	0	0	0	0.071	0	0.484	0.500
ABL1	RAD50	9606.ENSP00000361423	9606.ENSP00000368100	0	0	0	0	0.044	0	0.500	0	0.501
ABL1	ZNF384	9606.ENSP00000361423	9606.ENSP00000380019	0	0	0	0	0.121	0.071	0	0.447	0.508
ABL1	SRSF2	9606.ENSP00000361423	9606.ENSP00000376276	0	0	0	0	0.047	0	0	0.506	0.509
ABL1	AR	9606.ENSP00000361423	9606.ENSP00000363822	0	0	0	0	0.042	0.178	0	0.428	0.511
ABL1	BRCA2	9606.ENSP00000361423	9606.ENSP00000369497	0	0	0	0	0	0.137	0	0.460	0.514
ABL1	ABCB1	9606.ENSP00000361423	9606.ENSP00000478255	0	0	0	0	0.050	0.054	0	0.513	0.524
ABL1	RAF1	9606.ENSP00000361423	9606.ENSP00000401888	0	0	0	0.590	0.044	0	0	0.531	0.532
ABL1	NUMA1	9606.ENSP00000361423	9606.ENSP00000377298	0	0	0	0	0.067	0.084	0	0.505	0.540
ABL1	ESR1	9606.ENSP00000361423	9606.ENSP00000405330	0	0	0	0	0	0.071	0	0.528	0.543
ABL1	ACTB	9606.ENSP00000361423	9606.ENSP00000494750	0	0	0	0	0.079	0.070	0	0.521	0.554
ABL1	ARHGAP35	9606.ENSP00000361423	9606.ENSP00000500409	0	0	0	0	0.098	0.066	0	0.523	0.563
ABL1	MYO18A	9606.ENSP00000361423	9606.ENSP00000437073	0	0	0	0	0.049	0.079	0	0.544	0.565
ABL1	P2RY8	9606.ENSP00000361423	9606.ENSP00000370697	0	0	0	0	0.094	0.084	0	0.523	0.569
ABL1	DNM2	9606.ENSP00000361423	9606.ENSP00000373905	0	0	0	0	0.067	0.143	0	0.504	0.569
ABL1	CEBPA	9606.ENSP00000361423	9606.ENSP00000427514	0	0	0	0	0.055	0.073	0	0.549	0.570
ABL1	PTPRC	9606.ENSP00000361423	9606.ENSP00000411355	0	0	0	0	0.067	0.097	0	0.533	0.573
ABL1	SYK	9606.ENSP00000361423	9606.ENSP00000364898	0	0	0	0.730	0.053	0	0	0.592	0.597
ABL1	DEK	9606.ENSP00000361423	9606.ENSP00000498653	0	0	0	0	0	0.046	0	0.599	0.601
ABL1	MYH11	9606.ENSP00000361423	9606.ENSP00000379616	0	0	0	0	0	0.079	0	0.585	0.602
ABL1	PTPN11	9606.ENSP00000361423	9606.ENSP00000489597	0	0	0	0.556	0.063	0.097	0	0.568	0.603
ABL1	TET2	9606.ENSP00000361423	9606.ENSP00000442788	0	0	0	0	0	0	0	0.604	0.604
ABL1	WT1	9606.ENSP00000361423	9606.ENSP00000368370	0	0	0	0	0.044	0.071	0	0.598	0.611
ABL1	MLLT3	9606.ENSP00000361423	9606.ENSP00000369695	0	0	0	0	0	0	0	0.626	0.626
ABL1	NOTCH1	9606.ENSP00000361423	9606.ENSP00000498587	0	0	0	0	0.080	0.113	0	0.596	0.641
ABL1	SETBP1	9606.ENSP00000361423	9606.ENSP00000497406	0	0	0	0	0.056	0.077	0	0.643	0.662
ABL1	CRLF2	9606.ENSP00000361423	9606.ENSP00000370978	0	0	0	0	0	0.071	0	0.660	0.670
ABL1	BCL2	9606.ENSP00000361423	9606.ENSP00000381185	0	0	0	0	0.055	0	0	0.668	0.673
ABL1	ASXL1	9606.ENSP00000361423	9606.ENSP00000364839	0	0	0	0	0.081	0.098	0	0.643	0.678
ABL1	KMT2A	9606.ENSP00000361423	9606.ENSP00000436786	0	0	0	0	0.050	0.077	0	0.668	0.684
ABL1	MUC1	9606.ENSP00000361423	9606.ENSP00000484824	0	0	0	0	0	0.331	0	0.565	0.696
ABL1	SLIT2	9606.ENSP00000361423	9606.ENSP00000422591	0	0	0	0	0.047	0.180	0.500	0.381	0.725
ABL1	CDKN2A	9606.ENSP00000361423	9606.ENSP00000418915	0	0	0	0	0	0.095	0	0.749	0.763
ABL1	CDC42	9606.ENSP00000361423	9606.ENSP00000497733	0	0	0	0	0.074	0.110	0.500	0.532	0.781
ABL1	WWTR1	9606.ENSP00000361423	9606.ENSP00000419465	0	0	0	0	0.045	0.071	0.750	0.166	0.790
ABL1	PIK3R1	9606.ENSP00000361423	9606.ENSP00000428056	0	0	0	0.551	0.062	0.793	0	0.203	0.832
ABL1	AFF1	9606.ENSP00000361423	9606.ENSP00000378578	0	0	0	0	0.128	0.097	0	0.819	0.845
ABL1	RAD51	9606.ENSP00000361423	9606.ENSP00000493712	0	0	0	0	0	0.642	0	0.772	0.915
ABL1	ROBO1	9606.ENSP00000361423	9606.ENSP00000420321	0	0	0	0	0.086	0.167	0.900	0.173	0.928
ABL1	ETV6	9606.ENSP00000361423	9606.ENSP00000379658	0	0	0	0	0.044	0.074	0	0.930	0.932
ABL1	CTNNB1	9606.ENSP00000361423	9606.ENSP00000495360	0	0	0	0	0.095	0.539	0.500	0.785	0.949
ABL1	BRCA1	9606.ENSP00000361423	9606.ENSP00000418960	0	0	0	0	0	0.483	0.500	0.847	0.956
ABL1	NTRK1	9606.ENSP00000361423	9606.ENSP00000431418	0	0	0	0.642	0	0.510	0.900	0.212	0.958
ABL1	ABL2	9606.ENSP00000361423	9606.ENSP00000427562	0	0	0.068	0.936	0.062	0.531	0.900	0.627	0.981
ABL2	FLT3	9606.ENSP00000427562	9606.ENSP00000241453	0	0	0	0.601	0.095	0.316	0.500	0.175	0.710
ABL2	PIK3R3	9606.ENSP00000427562	9606.ENSP00000262741	0	0	0	0	0	0.452	0	0.178	0.530
ABL2	ERBB2	9606.ENSP00000427562	9606.ENSP00000269571	0	0	0.109	0.590	0	0.615	0	0.162	0.687
ABL2	EGFR	9606.ENSP00000427562	9606.ENSP00000275493	0	0	0.125	0.591	0.047	0.709	0	0.208	0.782
ABL2	STAT5B	9606.ENSP00000427562	9606.ENSP00000293328	0	0	0	0	0.056	0.096	0	0.481	0.518
ABL2	TLX3	9606.ENSP00000427562	9606.ENSP00000296921	0	0	0	0	0	0.048	0	0.505	0.508
ABL2	STAT5A	9606.ENSP00000427562	9606.ENSP00000341208	0	0	0	0	0.056	0.096	0	0.469	0.507
ABL2	RAC1	9606.ENSP00000427562	9606.ENSP00000348461	0	0	0	0	0.082	0.222	0.500	0.136	0.650
